EnsemblID	external_gene_id	chromosome_name	end_position	start_position
ENSMUSG00000055820	Olfr967	9	39751320	39750388
ENSMUSG00000089768	Tmsb15b1	X	136976874	136974022
ENSMUSG00000031548	Sfrp1	8	23449632	23411502
ENSMUSG00000039652	Cpeb3	19	37208601	37021291
ENSMUSG00000037617	Spag1	15	36235610	36179368
ENSMUSG00000056174	Col8a2	4	126314330	126286793
ENSMUSG00000071649	B3gat3	19	8927234	8920374
ENSMUSG00000086148	Gm15271	10	24452657	24447490
ENSMUSG00000061740	Cyp2d22	15	82380260	82370528
ENSMUSG00000009394	Syn2	6	115282626	115134902
ENSMUSG00000075528	Aarsd1	11	101425333	101406692
ENSMUSG00000083196	Gm15272	10	24514511	24514279
ENSMUSG00000052430	Bmpr1b	3	142169425	141837136
ENSMUSG00000034917	Tjp3	10	81291267	81273207
ENSMUSG00000005161	Prdx2	8	84974834	84969587
ENSMUSG00000022496	Tnfrsf17	16	11320074	11313812
ENSMUSG00000095903	Olfr968	9	39772798	39771772
ENSMUSG00000096869	Gm6676	14	7125412	7116798
ENSMUSG00000094254	Olfr969	9	39796312	39795377
ENSMUSG00000044348	Mcart6	X	137038302	136981116
ENSMUSG00000015452	Ager	17	34600934	34597862
ENSMUSG00000071648	Rom1	19	8929356	8927382
ENSMUSG00000090363	Gm3512	14	7174533	7153511
ENSMUSG00000081202	Gm13220	2	9576343	9575836
ENSMUSG00000079603	Gm13218	2	9597843	9591219
ENSMUSG00000029250	Polr2b	5	77349324	77310147
ENSMUSG00000087693	Gm16191	17	28937125	28925463
ENSMUSG00000071647	Eml3	19	8941563	8929694
ENSMUSG00000095015	Gm16434	14	7194540	7185927
ENSMUSG00000086618	Gm13256	2	9878869	9877256
ENSMUSG00000075534	Gm13262	2	9914678	9906178
ENSMUSG00000086154	Gm16196	17	29015897	29014642
ENSMUSG00000075267	Dfnb59	2	76658556	76648476
ENSMUSG00000072731	Gm3715	14	7238743	7222557
ENSMUSG00000087308	Gm16195	17	29022402	29021293
ENSMUSG00000015980	Lrrc27	7	139242979	139212988
ENSMUSG00000086748	Gm13261	2	10374041	10339283
ENSMUSG00000085912	Gm16197	17	29078961	29057474
ENSMUSG00000096183	Gm3727	14	7264714	7255889
ENSMUSG00000048087	Gm4737	16	46155077	46152997
ENSMUSG00000028975	Pex14	4	149099876	148960535
ENSMUSG00000081367	Gm13265	2	10899048	10898666
ENSMUSG00000082871	Gm13263	2	10959923	10959128
ENSMUSG00000022656	Pvrl3	16	46498525	46387706
ENSMUSG00000091472	Gm3739	14	7315049	7293648
ENSMUSG00000085257	Gm13264	2	11049066	11036874
ENSMUSG00000073375	Lrrc30	17	67632723	67630965
ENSMUSG00000081693	Gm13297	2	11091764	11090879
ENSMUSG00000072726	Gm5797	14	7332395	7323988
ENSMUSG00000091952	Gm17709	8	121973822	121972727
ENSMUSG00000032796	Lama1	17	67822645	67697265
ENSMUSG00000083900	Gm13294	2	11100264	11099788
ENSMUSG00000091676	Gm8374	14	7365134	7362097
ENSMUSG00000079738	Snx29	16	11403836	11322972
ENSMUSG00000086006	Gm13293	2	11342612	11339489
ENSMUSG00000032577	Mapkapk3	9	107289877	107254927
ENSMUSG00000002732	Fkbp7	2	76673116	76663044
ENSMUSG00000080905	Gm13295	2	11352769	11352514
ENSMUSG00000019997	Ctgf	10	24598683	24595442
ENSMUSG00000062556	Abph	7	31291816	31290520
ENSMUSG00000086491	Gm13291	2	11387064	11385003
ENSMUSG00000071669	Snx29	16	11755472	11405648
ENSMUSG00000082424	Gm13292	2	11410031	11409030
ENSMUSG00000036521	Abpe	7	31304977	31302761
ENSMUSG00000082314	Gm13296	2	11421236	11420222
ENSMUSG00000082727	Gm13260	2	11608282	11607414
ENSMUSG00000080801	Gm13310	2	12084003	12082612
ENSMUSG00000078754	Gm4362	7	31362072	31359038
ENSMUSG00000037492	Zmat4	8	24156585	23636019
ENSMUSG00000086843	E030013I19Rik	2	12311300	12300947
ENSMUSG00000087400	Gm15270	10	24597108	24549441
ENSMUSG00000095257	AC123821.1	7	31376916	31375592
ENSMUSG00000092004	Gm17482	6	115259294	115227343
ENSMUSG00000033898	Cfhr2	1	139858689	139810293
ENSMUSG00000094053	Gm4684	7	31705754	31703779
ENSMUSG00000003546	Klc4	17	46645144	46630631
ENSMUSG00000030317	Timp4	6	115251849	115245616
ENSMUSG00000071591	Gm10339	14	7404092	7375423
ENSMUSG00000083547	Gm13321	2	12422023	12421625
ENSMUSG00000078759	Gm6662	7	31713978	31712665
ENSMUSG00000091227	Gm3755	14	7450917	7440924
ENSMUSG00000040034	Nup43	10	7678881	7667503
ENSMUSG00000086358	Gm13270	2	13324791	13271602
ENSMUSG00000091617	Gm3752	14	7483762	7466362
ENSMUSG00000032673	Prorsd1	11	29515033	29511757
ENSMUSG00000086657	4921530L18Rik	2	14073934	14070332
ENSMUSG00000031974	Abcb10	8	123983122	123952459
ENSMUSG00000078757	Gm5326	7	32442842	32441525
ENSMUSG00000050248	Evc2	5	37425055	37338499
ENSMUSG00000069830	Nlrp1a	11	71144704	71092236
ENSMUSG00000083545	Gm13320	2	14189938	14189609
ENSMUSG00000023307	March5	19	37222139	37207543
ENSMUSG00000084901	Gm13266	2	14542805	14512591
ENSMUSG00000060260	Pwwp2b	7	139267253	139248482
ENSMUSG00000096467	AC145553.3	7	33280341	33278366
ENSMUSG00000090053	Palm2	4	57712016	57434247
ENSMUSG00000095232	AC145553.1	7	33288491	33287307
ENSMUSG00000075525	Gm10849	2	14604611	14603990
ENSMUSG00000028838	Extl1	4	134383850	134356372
ENSMUSG00000074483	Bglap	3	88384464	88383501
ENSMUSG00000070271	Gm13268	2	14627323	14626880
ENSMUSG00000093382	Vmn1r-ps14	6	58049847	58048935
ENSMUSG00000094305	Abpd	7	33366322	33364343
ENSMUSG00000074681	Defb23	2	152464620	152459055
ENSMUSG00000083633	Gm13312	2	14672720	14672255
ENSMUSG00000093666	Vmn1r-ps15	6	58078082	58077173
ENSMUSG00000081008	Gm13314	2	14691699	14691381
ENSMUSG00000093560	Gm6695	6	58092669	58091076
ENSMUSG00000025477	Inpp5a	7	139579652	139389109
ENSMUSG00000094978	Gm5895	7	33374436	33373250
ENSMUSG00000074238	Ap1ar	3	127837492	127807264
ENSMUSG00000082542	Gm13311	2	14693251	14692872
ENSMUSG00000093743	Vmn1r-ps17	6	58116630	58115737
ENSMUSG00000095487	AC122796.1	7	33528561	33527376
ENSMUSG00000035007	Rundc1	11	101435673	101425085
ENSMUSG00000083305	Gm13315	2	14722121	14721133
ENSMUSG00000093708	Gm20718	6	58136143	58135885
ENSMUSG00000093693	Gm20719	6	58201080	58199838
ENSMUSG00000087086	Gm13269	2	14767022	14740374
ENSMUSG00000045027	Prss22	17	23998100	23993535
ENSMUSG00000046438	Abpz	7	33739312	33737190
ENSMUSG00000084956	Gm16194	17	29133811	29114145
ENSMUSG00000081259	Gm6893	10	24568134	24567077
ENSMUSG00000071646	Mta2	19	8952303	8941875
ENSMUSG00000095774	Olfr970	9	39820576	39819641
ENSMUSG00000068874	Selenbp1	3	94944758	94933056
ENSMUSG00000042487	Leo1	9	75466432	75441524
ENSMUSG00000064208	Gm10145	10	27936828	27936364
ENSMUSG00000085281	Gm13316	2	14812538	14811848
ENSMUSG00000063172	Hspb11	4	107279938	107253593
ENSMUSG00000093934	Olfr971	9	39840359	39839436
ENSMUSG00000068085	Cyp2d11	15	82394022	82389154
ENSMUSG00000083860	Gm13313	2	15128678	15127607
ENSMUSG00000078753	Gm12769	7	33745103	33743792
ENSMUSG00000035395	Pet2	X	89409689	89403848
ENSMUSG00000050549	5730508B09Rik	3	127896323	127869688
ENSMUSG00000000440	Pparg	6	115490401	115361221
ENSMUSG00000094449	Olfr972	9	39874221	39873277
ENSMUSG00000093731	Vmn1r-ps18	6	58206925	58205685
ENSMUSG00000095390	Olfr229	9	39910728	39909805
ENSMUSG00000074237	Gm10650	3	128040661	128038694
ENSMUSG00000090483	Tmem29	X	150440905	150408584
ENSMUSG00000080930	Gm13367	2	15343422	15342621
ENSMUSG00000049560	Defb20	2	152479934	152477063
ENSMUSG00000090126	4930519F09Rik	10	28923507	28880921
ENSMUSG00000029015	Slc26a5	5	21865604	21810655
ENSMUSG00000051493	Olfr974	9	39943294	39942215
ENSMUSG00000047446	Arl4a	12	40038025	40005447
ENSMUSG00000083631	Gm13366	2	15386590	15385615
ENSMUSG00000025269	Apex2	X	150589868	150519519
ENSMUSG00000066586	Abpg	7	33945040	33943002
ENSMUSG00000094806	Cyp2d10	15	82407194	82402846
ENSMUSG00000058587	Tmod3	9	75559657	75497796
ENSMUSG00000021301	Hecw1	13	14523226	14226438
ENSMUSG00000058833	2810428I15Rik	8	70506752	70504292
ENSMUSG00000029672	Fam3c	6	22356243	22306520
ENSMUSG00000082632	Gm13365	2	15397716	15396750
ENSMUSG00000063316	Rpl27	11	101445529	101442298
ENSMUSG00000081389	Gm13368	2	15482336	15481910
ENSMUSG00000002733	Plekha3	2	76696828	76675281
ENSMUSG00000093522	Vmn1r-ps19	6	58257548	58256623
ENSMUSG00000085942	Gm13364	2	15696710	15646962
ENSMUSG00000066584	Abpb	7	34013942	34011932
ENSMUSG00000028023	Pitx2	3	129219591	129199878
ENSMUSG00000081245	Gm6587	2	15957501	15956923
ENSMUSG00000079513	4932429P05Rik	X	89755491	89752268
ENSMUSG00000081990	Gm13319	2	16270794	16270488
ENSMUSG00000093547	Gm20674	6	58394422	58394054
ENSMUSG00000082557	Gm13317	2	16303633	16303146
ENSMUSG00000082235	Gm13326	2	16979831	16978821
ENSMUSG00000035387	4930415L06Rik	X	89932852	89930098
ENSMUSG00000093702	Vmn1r-ps20	6	58407327	58406413
ENSMUSG00000081525	Gm13325	2	17170030	17169225
ENSMUSG00000021565	Slc6a19	13	73704865	73679745
ENSMUSG00000002550	Uck1	2	32260159	32255002
ENSMUSG00000093461	Vmn1r-ps21	6	58455993	58455069
ENSMUSG00000066583	Abpa	7	34022881	34021483
ENSMUSG00000040229	Gpr34	X	13640858	13632089
ENSMUSG00000085193	Gm13322	2	17185487	17181743
ENSMUSG00000093747	Gm20673	6	58461536	58461107
ENSMUSG00000002767	Mrpl2	17	46650139	46646229
ENSMUSG00000085100	Gm13324	2	17559998	17559060
ENSMUSG00000093518	Vmn1r-ps22	6	58495247	58494348
ENSMUSG00000091497	Gm44	X	90893134	90892142
ENSMUSG00000081851	Gm13323	2	17797984	17796834
ENSMUSG00000073069	Mageb2	X	91332897	91331755
ENSMUSG00000041939	Mvk	5	114460591	114444269
ENSMUSG00000026656	Fcgr2b	1	170976547	170960558
ENSMUSG00000018620	Mmp20	9	7674968	7628231
ENSMUSG00000026365	Cfh	1	140183411	140085855
ENSMUSG00000081116	Gm13329	2	17998505	17998241
ENSMUSG00000094861	Gm5072	X	91393534	91392500
ENSMUSG00000085319	Gm13330	2	18039633	18032533
ENSMUSG00000078752	Gm12776	7	34100837	34095431
ENSMUSG00000086340	1810059C17Rik	2	18056613	18054193
ENSMUSG00000096072	Gm8914	X	91481160	91480126
ENSMUSG00000057805	1700084M14Rik	X	91575911	91575210
ENSMUSG00000081619	Gm13351	2	18179442	18179029
ENSMUSG00000027468	Defb22	2	152490138	152485663
ENSMUSG00000083070	Gm13350	2	18249843	18249365
ENSMUSG00000018623	Mmp7	9	7699585	7692090
ENSMUSG00000082520	Gm13349	2	18338989	18338579
ENSMUSG00000064129	Gm14781	X	91635671	91632194
ENSMUSG00000082742	Gm13354	2	18494537	18494369
ENSMUSG00000081181	Gm13353	2	18568198	18568126
ENSMUSG00000082943	Gm13355	2	18642102	18641786
ENSMUSG00000047678	Gpr82	X	13667433	13661363
ENSMUSG00000010358	Ifi35	11	101458698	101448407
ENSMUSG00000086882	Gm13352	2	18649346	18649085
ENSMUSG00000036459	Wtip	7	34133268	34109543
ENSMUSG00000095266	CT010502.1	17	24024182	24023859
ENSMUSG00000061392	Mageb5	X	91783018	91779544
ENSMUSG00000050762	Prss27	17	24045954	24038144
ENSMUSG00000043331	Olfr975	9	39950769	39949837
ENSMUSG00000092353	Gm20539	2	18760862	18742715
ENSMUSG00000047352	Olfr976	9	39957069	39954257
ENSMUSG00000093682	Gm20681	8	122376444	122374037
ENSMUSG00000031751	Amfr	8	94012663	93971588
ENSMUSG00000041309	Nkx6-2	7	139582797	139579377
ENSMUSG00000081139	Gm13333	2	18759764	18758984
ENSMUSG00000044292	Olfr978	9	39994747	39993812
ENSMUSG00000002015	Bcap31	X	73716175	73686178
ENSMUSG00000083281	Gm13332	2	19103098	19101701
ENSMUSG00000044794	9330133O14Rik	8	122445647	122443656
ENSMUSG00000059473	Olfr979	9	40001250	40000206
ENSMUSG00000002565	Scin	12	40134228	40059769
ENSMUSG00000085917	Gm15899	8	122683839	122683602
ENSMUSG00000032537	Ephb1	9	102354693	101922128
ENSMUSG00000036760	Kcnk9	15	72546279	72512119
ENSMUSG00000087674	4930447M23Rik	2	19351050	19344317
ENSMUSG00000090174	Gm10612	8	122700160	122697860
ENSMUSG00000002107	Celf2	2	7081302	6539705
ENSMUSG00000060254	Olfr980	9	40006947	40006015
ENSMUSG00000015377	Fam116b	15	89196474	89182217
ENSMUSG00000046678	Olfr981	9	40023348	40022352
ENSMUSG00000069862	Gm10279	8	123207021	123206623
ENSMUSG00000028066	Pmf1	3	88410316	88394143
ENSMUSG00000047921	Trappc9	15	73061204	72589621
ENSMUSG00000049010	Olfr982	9	40075262	40074297
ENSMUSG00000036251	Trpm8	1	88389293	88277661
ENSMUSG00000070357	E030019B06Rik	7	139616329	139600951
ENSMUSG00000065979	Cpped1	16	11909445	11803721
ENSMUSG00000087103	Gm13344	2	19431983	19429104
ENSMUSG00000035594	Chrna5	9	55007779	54980880
ENSMUSG00000044205	Olfr983	9	40093558	40092017
ENSMUSG00000085388	Gm13336	2	19446674	19441508
ENSMUSG00000010936	Vac14	8	110720396	110618638
ENSMUSG00000045812	Olfr984	9	40101488	40100544
ENSMUSG00000049073	Olfr985	9	40128039	40126924
ENSMUSG00000052997	Uba2	7	34169599	34140689
ENSMUSG00000056329	1810010K12Rik	2	19454995	19451828
ENSMUSG00000016946	Kctd5	17	24073485	24047734
ENSMUSG00000040541	Tmem225	9	40150880	40148122
ENSMUSG00000084160	Gm13345	2	19509317	19509090
ENSMUSG00000086621	Gm13348	2	19636986	19634034
ENSMUSG00000074680	Defb26	2	152511692	152507798
ENSMUSG00000080227	Gm13343	2	19652348	19652244
ENSMUSG00000042558	Adprhl2	4	126321703	126316047
ENSMUSG00000049571	9330101J02Rik	7	139683817	139638778
ENSMUSG00000068086	Cyp2d9	15	82456827	82452377
ENSMUSG00000087246	Gm13346	2	19686157	19676711
ENSMUSG00000074679	Defb28	2	152521447	152518255
ENSMUSG00000083893	Gm13347	2	19678603	19677251
ENSMUSG00000020459	Mtif2	11	29545279	29526408
ENSMUSG00000022280	Rnf19a	15	36283147	36239934
ENSMUSG00000083777	Gm13361	2	19967397	19965967
ENSMUSG00000060795	Gm13363	2	19993442	19992921
ENSMUSG00000042389	Tsen2	6	115578350	115544664
ENSMUSG00000082164	Gm13360	2	20037894	20037096
ENSMUSG00000044249	Defb29	2	152540098	152538714
ENSMUSG00000081128	Gm13328	2	20236064	20235045
ENSMUSG00000091457	Gm17171	2	20324670	20300817
ENSMUSG00000024043	Arhgap28	17	68004120	67842713
ENSMUSG00000040021	Lats1	10	7716458	7681209
ENSMUSG00000091325	Gm3760	14	7506155	7497769
ENSMUSG00000050144	Slc25a44	3	88425139	88410498
ENSMUSG00000085477	Gm13335	2	20432934	20420570
ENSMUSG00000055015	Gm9961	16	11930600	11901363
ENSMUSG00000034993	Vat1	11	101466230	101458745
ENSMUSG00000037370	Enpp1	10	24712159	24637914
ENSMUSG00000086418	Gm13362	2	20713234	20709375
ENSMUSG00000085206	Gm13380	2	20931389	20921860
ENSMUSG00000071645	Tut1	19	8966207	8953850
ENSMUSG00000075514	Gm13375	2	20969997	20969054
ENSMUSG00000031378	Abcd1	X	73738534	73716597
ENSMUSG00000028329	Xpa	4	46196311	46155347
ENSMUSG00000086821	Gm13377	2	21141954	21044808
ENSMUSG00000024122	Pdpk1	17	24150924	24073680
ENSMUSG00000051747	Ttn	2	76982547	76703980
ENSMUSG00000047766	Lrrc49	9	60688158	60568859
ENSMUSG00000087219	Gm13376	2	21120659	21097099
ENSMUSG00000033774	Npbwr1	1	5917398	5913707
ENSMUSG00000084071	Gm13378	2	21244440	21244105
ENSMUSG00000022494	Shisa9	16	12267803	11984581
ENSMUSG00000085680	Gm13327	2	21369111	21341925
ENSMUSG00000036256	Igfbp7	5	77408045	77349240
ENSMUSG00000080846	Gm13379	2	21443529	21442909
ENSMUSG00000025907	Rb1cc1	1	6276648	6206197
ENSMUSG00000050821	Fam131a	16	20703048	20693282
ENSMUSG00000081467	Gm13337	2	22069419	22067826
ENSMUSG00000091416	Gm6327	16	12761420	12760011
ENSMUSG00000026887	Mrrf	2	36190647	36136389
ENSMUSG00000082516	Gm13342	2	22410731	22410525
ENSMUSG00000022545	Ercc4	16	13150617	13109684
ENSMUSG00000083863	Gm13341	2	22587962	22587291
ENSMUSG00000083563	Gm13340	2	22589647	22588103
ENSMUSG00000082884	Gm13339	2	22590533	22590024
ENSMUSG00000083453	Gm13338	2	22713871	22713511
ENSMUSG00000085353	1700092C17Rik	2	22762273	22755984
ENSMUSG00000070390	Nlrp1b	11	71230733	71153102
ENSMUSG00000083057	Gm13356	2	22763078	22762744
ENSMUSG00000069136	A130006I12Rik	2	22895736	22895321
ENSMUSG00000068579	Rpl7a-ps3	15	36308956	36308144
ENSMUSG00000039640	Mrpl12	11	120489065	120484613
ENSMUSG00000015672	Mrpl32	13	14613037	14610301
ENSMUSG00000048307	Ankrd46	15	36496791	36477668
ENSMUSG00000090485	Gm17416	2	152569538	152569338
ENSMUSG00000025475	Gpr123	7	139878088	139834174
ENSMUSG00000002635	Pdcd2l	7	34196661	34184499
ENSMUSG00000056544	Defb21	2	152574944	152572744
ENSMUSG00000056999	Ide	19	37337852	37268743
ENSMUSG00000096852	Cyp2d12	15	82559413	82555108
ENSMUSG00000015671	Psma2	13	14625671	14613242
ENSMUSG00000085030	2810455O05Rik	8	123840785	123838553
ENSMUSG00000040387	Klhl32	4	24851124	24612554
ENSMUSG00000067575	Rpl35a-ps3	17	29137304	29136972
ENSMUSG00000037752	Xkr8	4	132732546	132724897
ENSMUSG00000069874	Irgm2	11	58222779	58199618
ENSMUSG00000020268	Lyrm7	11	54860916	54826866
ENSMUSG00000074516	Gm10709	9	7752325	7751672
ENSMUSG00000001313	Rnd2	11	101471853	101464999
ENSMUSG00000050912	Tmem123	9	7794333	7764041
ENSMUSG00000019794	Katna1	10	7763150	7726000
ENSMUSG00000083911	Gm4342	8	123854195	123853829
ENSMUSG00000081861	Gm14441	2	22913832	22913293
ENSMUSG00000053244	Gm9901	8	123860664	123859662
ENSMUSG00000083650	Gm13357	2	23019667	23019131
ENSMUSG00000089745	1810008B01Rik	8	124306507	124305132
ENSMUSG00000081648	Gm13423	2	23203683	23202033
ENSMUSG00000089820	Gm15775	8	124331795	124324778
ENSMUSG00000084098	Gm13422	2	23235739	23235236
ENSMUSG00000066129	Kndc1	7	139941537	139894696
ENSMUSG00000069873	4930438A08Rik	11	58294289	58274799
ENSMUSG00000081519	Gm13331	2	23509307	23508860
ENSMUSG00000036427	Gpi1	7	34230289	34202122
ENSMUSG00000083729	Sh3d2c-ps1	2	23681121	23680218
ENSMUSG00000095478	AC107669.1	10	29030691	29030128
ENSMUSG00000037605	Lphn3	5	81825133	81020138
ENSMUSG00000090087	Gm15939	10	33662432	33624246
ENSMUSG00000093588	Vmn1r-ps23	6	58504737	58504443
ENSMUSG00000071644	Eef1g	19	8978479	8967041
ENSMUSG00000090118	Gm16163	8	124863703	124831698
ENSMUSG00000084075	Gm13382	2	23876161	23876030
ENSMUSG00000093741	Gm20672	6	58512531	58512271
ENSMUSG00000086694	Gm16237	8	125227323	125224400
ENSMUSG00000083373	Gm13392	2	23908590	23908441
ENSMUSG00000092323	BB365896	6	59002083	58965655
ENSMUSG00000013611	Snx31	15	36555573	36504062
ENSMUSG00000048814	Lonrf2	1	38836090	38793669
ENSMUSG00000083116	Gm13410	2	24180317	24178834
ENSMUSG00000074026	Gm6091	8	126476412	126476248
ENSMUSG00000090074	Gm6921	8	127561869	127561435
ENSMUSG00000022057	Adamdec1	14	68582086	68563388
ENSMUSG00000037243	Zfp692	11	58314627	58307069
ENSMUSG00000083172	Gm13409	2	24266338	24261830
ENSMUSG00000061065	Gm5382	X	14211656	14211148
ENSMUSG00000025792	Slc25a10	11	120499187	120491840
ENSMUSG00000023257	Cypt1	X	16523689	16522869
ENSMUSG00000050645	Defb19	2	152580312	152576086
ENSMUSG00000073045	Gm5570	6	60150045	60031967
ENSMUSG00000032186	Tmod2	9	75611325	75565621
ENSMUSG00000094326	Gm10045	17	29308620	29308138
ENSMUSG00000086176	Gm15534	6	64991508	64990955
ENSMUSG00000038697	Taf5l	8	124021309	123996318
ENSMUSG00000017146	Brca1	11	101551955	101488764
ENSMUSG00000090939	Gm17147	6	65129002	65128571
ENSMUSG00000053979	A730045E13Rik	8	24185568	24173904
ENSMUSG00000082115	Gm15490	6	65758321	65757936
ENSMUSG00000071343	Gm10327	10	33809498	33808497
ENSMUSG00000031428	Zcchc18	X	136998472	136993155
ENSMUSG00000085689	Gm16838	6	65779249	65768544
ENSMUSG00000085799	Gm6963	10	39424996	39424618
ENSMUSG00000034902	Pip5k1c	10	81319973	81292963
ENSMUSG00000055072	Gm9964	11	79296906	79296179
ENSMUSG00000089900	0610038L08Rik	17	29596305	29578816
ENSMUSG00000087014	Gm16364	10	39558062	39556071
ENSMUSG00000021287	Xrcc3	12	111813873	111803192
ENSMUSG00000025037	Maoa	X	16687818	16619698
ENSMUSG00000020716	Nf1	11	79581612	79339693
ENSMUSG00000033763	Mtss1l	8	110741400	110721476
ENSMUSG00000094530	AC239880.1	8	129253597	129252998
ENSMUSG00000086915	Gm16365	10	39613682	39558496
ENSMUSG00000032578	Cish	9	107302784	107296026
ENSMUSG00000031976	Urb2	8	124048505	124021508
ENSMUSG00000069833	Ahnak	19	9076919	8989284
ENSMUSG00000031385	Plxnb3	X	73772514	73757090
ENSMUSG00000028885	Smpdl3b	4	132757252	132732966
ENSMUSG00000094559	Cyp2d34	15	82620907	82615965
ENSMUSG00000009569	Mkl2	16	13417529	13256481
ENSMUSG00000079364	Gm3558	14	7568566	7545151
ENSMUSG00000038545	Cul7	17	46664364	46650337
ENSMUSG00000052155	Acvr2a	2	48903269	48814109
ENSMUSG00000094706	Gm10338	14	7595592	7580617
ENSMUSG00000086534	Gm16758	17	29897067	29890084
ENSMUSG00000075517	Cyp2d37-ps	15	82690499	82689134
ENSMUSG00000068083	Cyp2d40	15	82764183	82759835
ENSMUSG00000028064	Sema4a	3	88461182	88435959
ENSMUSG00000086010	Gm15318	17	31163052	31152752
ENSMUSG00000089945	Gm20459	4	57896982	57568179
ENSMUSG00000062162	Mageb1	X	92016333	92015191
ENSMUSG00000085999	Gm13411	2	24322956	24322424
ENSMUSG00000058613	Gm5062	15	82782110	82777931
ENSMUSG00000020193	Zpbp	11	11462408	11279626
ENSMUSG00000067649	Mageb18	X	92599572	92118879
ENSMUSG00000079659	4930420K17Rik	5	9118983	9100737
ENSMUSG00000085057	Gm13415	2	24486855	24440418
ENSMUSG00000022843	Clcn2	16	20717746	20702964
ENSMUSG00000022445	Cyp2d26	15	82794245	82790107
ENSMUSG00000063277	Gm10128	14	7643972	7640895
ENSMUSG00000042508	Dmtf1	5	9161749	9118801
ENSMUSG00000025278	Flnb	14	7951588	7817957
ENSMUSG00000071726	Gm5941	X	92490681	92489949
ENSMUSG00000032184	Lysmd2	9	75637773	75625732
ENSMUSG00000082307	Gm13418	2	24495011	24494068
ENSMUSG00000042595	Fam199x	X	137082503	137049594
ENSMUSG00000032181	Scg3	9	75683996	75643264
ENSMUSG00000085330	Gm13417	2	24566697	24545492
ENSMUSG00000095110	1700003E24Rik	X	93156873	93156154
ENSMUSG00000026080	Chst10	1	38898160	38863877
ENSMUSG00000096153	BC061195	X	93183946	93183227
ENSMUSG00000084241	Gm13416	2	24594513	24592902
ENSMUSG00000035277	Arx	X	93298357	93286507
ENSMUSG00000083973	Gm13459	2	24675346	24674701
ENSMUSG00000084383	Gm13370	2	24986466	24985984
ENSMUSG00000047751	Utf1	7	139945112	139943789
ENSMUSG00000083796	Gm13369	2	24994343	24993357
ENSMUSG00000087028	Gm13387	2	25145396	25122603
ENSMUSG00000073795	6430531B16Rik	7	139978755	139972303
ENSMUSG00000085830	E130003G02Rik	2	25298925	25291220
ENSMUSG00000041852	Tcf20	15	82912134	82808629
ENSMUSG00000051095	Olfr986	9	40188094	40187079
ENSMUSG00000042453	Reln	5	22344702	21884454
ENSMUSG00000025602	Zfp202	9	40213604	40192316
ENSMUSG00000052837	Junb	8	84978748	84976909
ENSMUSG00000083043	Gm13433	2	25543718	25543479
ENSMUSG00000052566	Hook2	8	85003364	84990595
ENSMUSG00000083528	Gm13432	2	25554549	25554309
ENSMUSG00000021286	Zfyve21	12	111828388	111814170
ENSMUSG00000052403	Gm13520	2	25631761	25607892
ENSMUSG00000062209	Erbb4	1	69108059	68032186
ENSMUSG00000024653	Scgb1a1	19	9087958	9083636
ENSMUSG00000017756	Slc12a7	13	73816743	73763697
ENSMUSG00000025473	Adam8	7	139992562	139978932
ENSMUSG00000006678	Pola1	X	93632155	93304767
ENSMUSG00000066571	4931406P16Rik	7	34313551	34236707
ENSMUSG00000087612	A230005M16Rik	2	25709716	25705850
ENSMUSG00000024654	Asrgl1	19	9135636	9109868
ENSMUSG00000062124	Defb45	2	152599399	152593191
ENSMUSG00000090073	Gm13538	2	25794650	25783940
ENSMUSG00000090137	Uba52	8	70510801	70508263
ENSMUSG00000085484	Gm13539	2	25787022	25784617
ENSMUSG00000021690	Jmy	13	93499808	93430097
ENSMUSG00000082357	Gm13542	2	25995183	25994547
ENSMUSG00000044863	Defb36	2	152612729	152604327
ENSMUSG00000087515	Gm13554	2	26060275	26059010
ENSMUSG00000087679	C330006A16Rik	2	26140521	26136814
ENSMUSG00000067608	Pcna-ps2	19	9284494	9283238
ENSMUSG00000096818	AC121967.2	19	9324483	9323963
ENSMUSG00000074678	Defb25	2	152623053	152622356
ENSMUSG00000071640	Stxbp3b	19	9559248	9557606
ENSMUSG00000087595	1810012K08Rik	2	26139543	26138546
ENSMUSG00000028974	Dffa	4	149120647	149104146
ENSMUSG00000096872	AC132253.3	19	9852046	9847616
ENSMUSG00000085545	Gm13553	2	26191678	26186729
ENSMUSG00000024660	Incenp	19	9899533	9872297
ENSMUSG00000000359	Rem1	2	152635198	152626951
ENSMUSG00000039182	AW209491	13	14638202	14630245
ENSMUSG00000038729	Akap2	4	57896984	57717657
ENSMUSG00000086779	Gm13562	2	26371952	26352645
ENSMUSG00000005774	Rfx5	3	94961561	94954075
ENSMUSG00000067716	Gm7275	16	48074187	48073444
ENSMUSG00000058550	Dppa4	16	48294292	48283735
ENSMUSG00000012443	Kif11	19	37421859	37376403
ENSMUSG00000050087	Cby3	11	50359699	50354462
ENSMUSG00000085767	Gm13563	2	26389018	26381526
ENSMUSG00000044627	Swi5	2	32288075	32278816
ENSMUSG00000086714	0610009E02Rik	2	26459390	26445696
ENSMUSG00000078380	Gm6096	7	34251493	34251038
ENSMUSG00000066568	Lsm14a	7	34389540	34344646
ENSMUSG00000049281	Scn3b	9	40291618	40269216
ENSMUSG00000021318	Gli3	13	15730026	15463235
ENSMUSG00000019188	H13	2	152708670	152669461
ENSMUSG00000085543	Gm13568	2	26458316	26457144
