EnsemblID	external_gene_id	chromosome_name	start_position	end_position	strand
ENSDARG00000076804	TTYH1	16	15463406	15541329	-1
ENSDARG00000005284	fbxl15	12	46614278	46621518	-1
ENSDARG00000022968	fxr1	22	40528447	40551116	-1
ENSDARG00000075109	si:dkey-217g21.2	4	36974996	36991979	1
ENSDARG00000091460	BX950862.7	7	5855542	5862492	1
ENSDARG00000077954	BX004828.1	7	9142481	9145972	1
ENSDARG00000088407	MBD1 (2 of 2)	8	8415022	8430594	1
ENSDARG00000060671	SI:DKEY-79P17.2	9	47570650	47583355	-1
ENSDARG00000088100	KCNIP4	7	72665754	72689906	-1
ENSDARG00000007764	klhdc10	4	14056323	14069285	-1
ENSDARG00000004396	b3gnt5b	2	7533735	7541614	-1
ENSDARG00000031981	pcbd1	13	25944859	25950424	1
ENSDARG00000095516	si:dkey-204f11.13	3	34176596	34176652	-1
ENSDARG00000096333	ighv4-6	3	34177754	34178210	-1
ENSDARG00000038072	ptx4	3	27793197	27814566	1
ENSDARG00000094347	si:dkey-29f21.5	22	28211251	28214040	-1
ENSDARG00000086522	zp2.5	20	54571077	54572927	1
ENSDARG00000096308	ighv5-4	3	34180056	34180517	-1
ENSDARG00000016811	ints3	19	27125761	27159524	1
ENSDARG00000077607	dus2l	25	37286310	37299760	-1
ENSDARG00000068609	il1rl1	9	54768795	54769073	-1
ENSDARG00000002959	gpr34b	9	34451277	34452625	1
ENSDARG00000028396	fkbp5	6	41026922	41046917	1
ENSDARG00000079233	E2F2	17	27084118	27107187	-1
ENSDARG00000020822	rabl5	5	32341101	32343407	-1
ENSDARG00000076611	fbxo21	5	12900460	12924937	1
ENSDARG00000093418	GPR82	9	34456478	34460343	1
ENSDARG00000087554	cdk1	17	20753844	20759613	1
ENSDARG00000058780	slc9a2	9	7004555	7033166	-1
ENSDARG00000054823	id3	17	27113089	27114986	-1
ENSDARG00000020057	bmpr2b	9	13235992	13387395	1
ENSDARG00000088964	CR382381.1	8	48865434	48865988	1
ENSDARG00000093600	omd	22	10574040	10580813	-1
ENSDARG00000086425	prpf3	16	10761127	10780980	-1
ENSDARG00000026845	rhoaa	8	14687518	14696754	-1
ENSDARG00000090997	BX511266.1	14	8475537	8537912	1
ENSDARG00000010957	mpp2b	12	11278305	11379187	-1
ENSDARG00000096174	si:ch1073-39g8.1	16	5198847	5200305	-1
ENSDARG00000078050	phf19	8	12857501	12920609	-1
ENSDARG00000096066	si:ch211-10m5.2	25	27075830	27077735	1
ENSDARG00000018653	acot7	8	48914401	49050501	-1
ENSDARG00000025033	stx5a	14	8565009	8585386	1
ENSDARG00000030933	KSR1 (2 of 2)	15	30368968	30444600	-1
ENSDARG00000044673	CABZ01030469.1	2	59926861	59928467	1
ENSDARG00000005115	calub	18	6101217	6117380	-1
ENSDARG00000068288	LAMC2	2	35714224	35742453	1
ENSDARG00000093378	CR382385.2	17	50946829	50950475	-1
ENSDARG00000094414	si:dkeyp-51f11.3	2	45566799	45593275	1
ENSDARG00000091528	GGT7	23	2689107	2709853	1
ENSDARG00000062634	kat2b	19	21206644	21237443	1
ENSDARG00000004018	chst13	23	34992918	35027342	1
ENSDARG00000012035	zgc:100832	23	16986071	16993577	1
ENSDARG00000060095	KCNB1	6	46444793	46497382	-1
ENSDARG00000089573	si:dkeyp-15a6.2	22	29129499	29139441	-1
ENSDARG00000071032	pnkd	6	12936368	12949735	1
ENSDARG00000013524	cyp2ae1	23	42649986	42663578	-1
ENSDARG00000018406	TFR2	Zv9_NA897	1069	11638	-1
ENSDARG00000045944	slc6a1a	23	4886764	4910838	-1
ENSDARG00000094924	si:dkeyp-72g9.5	21	31231840	31294616	1
ENSDARG00000069640	vegfc	1	39213358	39270725	-1
ENSDARG00000032175	puf60a	2	32371845	32389729	-1
ENSDARG00000074351	CNTNAP2 (4 of 4)	2	50964823	51035413	1
ENSDARG00000074157	BX571823.2	24	9777359	9778733	-1
ENSDARG00000089108	BX571823.5	24	9783009	9784529	-1
ENSDARG00000061370	tsen34	18	39882853	39887629	1
ENSDARG00000090442	trrap	12	18958216	19131081	1
ENSDARG00000006125	csnk1db	12	34815412	34831695	1
ENSDARG00000058730	rdh10a	24	13155613	13176976	-1
ENSDARG00000022952	zgc:66448	16	27346625	27354753	1
ENSDARG00000062261	CT476804.2	24	26454242	26464992	1
ENSDARG00000061124	srpr	18	43242828	43264510	-1
ENSDARG00000088455	FAM8A1 (3 of 3)	19	33576784	33583139	1
ENSDARG00000090844	IL1RL2	9	54799636	54824493	-1
ENSDARG00000055986	si:ch211-165b19.5	9	33691003	33693310	-1
ENSDARG00000074812	fhdc1	1	24256266	24296137	-1
ENSDARG00000093440	tnfaip6	9	23797580	23813158	1
ENSDARG00000037009	banf1	21	26103288	26108757	-1
ENSDARG00000008966	tbl1xr1b	2	7549012	7585043	-1
ENSDARG00000007795	cst3	13	33900031	33908388	-1
ENSDARG00000030157	mybpc2a	3	30408829	30468773	1
ENSDARG00000037012	slc3a2b	21	26114856	26119364	1
ENSDARG00000043960	rpf2	20	171660	175759	-1
ENSDARG00000090431	ftr65	2	59976754	59984723	-1
ENSDARG00000092763	si:dkey-11d20.5	22	29425838	29429305	-1
ENSDARG00000079934	zgc:162200	8	38171902	38217377	-1
ENSDARG00000017741	g3bp1	14	26932926	26944720	-1
ENSDARG00000043902	gabrr1	20	1155401	1174574	-1
ENSDARG00000012449	CCDC120 (2 of 2)	8	8520578	8579811	1
ENSDARG00000069283	ercc8	8	17257682	17276685	1
ENSDARG00000045510	tbc1d22a	4	26923872	27193922	-1
ENSDARG00000091919	radil	1	7020257	7025402	1
ENSDARG00000070320	si:dkey-245p14.4	1	18277039	18279254	1
ENSDARG00000075505	PTGFRN (1 of 2)	1	1697817	1757143	1
ENSDARG00000090866	kcnj1a.2	18	47091397	47093833	-1
ENSDARG00000088672	CABZ01054962.1	9	54831713	54867535	-1
ENSDARG00000054172	pgrmc1	21	36762307	36766175	1
ENSDARG00000008540	sox21b	9	55102198	55103535	1
ENSDARG00000017173	TRIM14	18	27282361	27303562	1
ENSDARG00000087644	PCMTD2 (2 of 2)	23	7831420	7839903	-1
ENSDARG00000074261	BX950862.1	7	5862891	5863773	1
ENSDARG00000074782	GPR97	7	66792636	66814040	1
ENSDARG00000004713	mad2l1	7	58874321	58882730	-1
ENSDARG00000078118	fam60al	7	66820783	66830155	-1
ENSDARG00000087810	CABZ01088935.1	15	9432	11025	1
ENSDARG00000079129	CU694253.1	10	1282768	1297523	1
ENSDARG00000060094	ptgis	6	46505303	46526910	-1
ENSDARG00000007177	CABZ01088933.1	15	14248	19010	1
ENSDARG00000008720	lmo3	4	11677247	11743817	1
ENSDARG00000020435	asf1ba	3	50665088	50675043	-1
ENSDARG00000022833	rplp2	6	49454476	49456852	-1
ENSDARG00000087394	TSHZ3 (2 of 2)	18	14317854	14320941	-1
ENSDARG00000038198	wu:fj41e11	3	50719761	50726511	-1
ENSDARG00000019301	sec14l1	3	60950708	60972191	-1
ENSDARG00000057085	bhik	13	15548879	15550732	-1
ENSDARG00000087313	asf1ba	3	50788797	50799866	-1
ENSDARG00000017369	sema3d	18	8636381	8703278	1
ENSDARG00000091444	wu:fj41e11	3	50839185	50845935	-1
ENSDARG00000094496	cfhl4	22	24273936	24285641	1
ENSDARG00000002192	aspn	22	10590115	10597640	-1
ENSDARG00000076227	ror2	10	5271456	5410911	1
ENSDARG00000088345	CR394535.1	3	50867863	50905583	1
ENSDARG00000096345	ighv4-5	3	34181809	34182283	-1
ENSDARG00000018040	CU694319.1	15	43354121	43357049	1
ENSDARG00000031658	si:ch211-207d6.2	2	29557670	29608149	1
ENSDARG00000077503	CR792453.1	3	1265522	1269952	1
ENSDARG00000007657	ccnh	5	49746731	49758231	-1
ENSDARG00000071272	ncoa6	23	2715644	2737144	1
ENSDARG00000091443	CR792453.3	3	1288746	1419174	-1
ENSDARG00000038408	hm:zeh0619	3	1305869	1306616	-1
ENSDARG00000055294	atoh1a	8	30442028	30443657	1
ENSDARG00000034326	ing3	4	9668634	9679879	1
ENSDARG00000028943	mtss1l	18	14356378	14422953	-1
ENSDARG00000029501	gsk3aa	19	6671412	6706078	-1
ENSDARG00000038428	sulf1	24	20067997	20136956	1
ENSDARG00000093674	si:dkeyp-80d11.4	4	51536447	51537928	-1
ENSDARG00000095541	si:ch211-255l14.5	25	13389406	13395102	1
ENSDARG00000020527	nup62l	14	10823540	10854840	1
ENSDARG00000093832	si:dkey-11d20.2	22	29519211	29528273	1
ENSDARG00000094035	si:dkey-49n23.2	22	33483667	33485343	-1
ENSDARG00000017994	tssk6	22	18610266	18611224	-1
ENSDARG00000088777	BX248508.1	1	31806869	31809152	1
ENSDARG00000012397	eya4	23	31678289	31751076	-1
ENSDARG00000039100	zgc:172244	7	9165224	9169402	1
ENSDARG00000094813	si:ch211-255f4.7	22	2709627	2716450	1
ENSDARG00000014634	mbtps1	18	21426020	21465766	-1
ENSDARG00000020031	cldn11a	2	26145596	26149343	-1
ENSDARG00000094121	si:dkeyp-80d11.14	4	51546077	51582096	1
ENSDARG00000042940	nab1a	22	13009568	13032183	-1
ENSDARG00000096388	ighv5-3	3	34183555	34184027	-1
ENSDARG00000063341	C2H1orf123	2	5684429	5694226	-1
ENSDARG00000096276	ighv6-1	3	34185568	34185996	-1
ENSDARG00000062834	ecsit	7	19051978	19063565	-1
ENSDARG00000018621	slc6a19a	19	642500	656417	-1
ENSDARG00000060269	WSCD1 (2 of 3)	Zv9_NA392	52029	55126	1
ENSDARG00000089113	CR927050.1	4	37000221	37001032	-1
ENSDARG00000034173	prkcq	4	24497426	24528077	1
ENSDARG00000096094	si:dkey-222o15.4	4	47918608	47929080	-1
ENSDARG00000052565	cenpi	14	42720544	42747763	-1
ENSDARG00000077317	snx29	12	20504655	20755538	1
ENSDARG00000056376	ankrd37	1	16437321	16440668	1
ENSDARG00000060109	aggf1	21	7681855	7708968	-1
ENSDARG00000067703	si:ch211-215p11.1	8	40729583	40754796	-1
ENSDARG00000086302	PROSER1	10	25080881	25090541	-1
ENSDARG00000021812	cherp	22	4603581	4631128	-1
ENSDARG00000061687	atxn1a	19	33832438	33837060	1
ENSDARG00000037845	col9a3	23	511730	540996	-1
ENSDARG00000014041	smarcad1	8	30484010	30500457	1
ENSDARG00000031845	mboat2a	17	35136253	35243860	-1
ENSDARG00000037528	MARVELD3	20	6638239	6645912	1
ENSDARG00000077076	BX571823.4	24	9788558	9790364	-1
ENSDARG00000093594	si:dkey-57a22.12	9	23017454	23019341	1
ENSDARG00000076046	BX571823.3	24	9795862	9797208	-1
ENSDARG00000016160	gmpr	19	33848460	33862933	-1
ENSDARG00000093136	si:ch211-213j22.1	9	23424911	23480923	1
ENSDARG00000023712	mao	9	34618751	34683759	-1
ENSDARG00000007485	epc2	9	26381159	26399886	-1
ENSDARG00000092595	si:dkey-91i10.7	9	24159501	24161576	1
ENSDARG00000045544	hgfa	4	18645067	18676721	-1
ENSDARG00000009582	CABZ01009047.1	3	36411374	36445884	1
ENSDARG00000055278	cfb	21	26810678	26825791	1
ENSDARG00000094734	si:dkey-57b6.4	9	24397587	24400554	1
ENSDARG00000007407	barx1	11	28419933	28422559	1
ENSDARG00000018118	tk1	11	45718831	45908399	-1
ENSDARG00000033364	zgc:158387	13	46096369	46102191	1
ENSDARG00000006008	dct	9	55311304	55336342	1
ENSDARG00000057661	aldoca	15	15098601	15117546	-1
ENSDARG00000059811	smpd5	16	57049656	57072850	1
ENSDARG00000021343	wsb1	15	30459335	30474876	-1
ENSDARG00000091468	CR626874.1	18	33103156	33278930	1
ENSDARG00000038237	tbc1d12a	17	23065953	23084671	-1
ENSDARG00000087380	si:dkey-217g21.3	4	37028873	37129084	1
ENSDARG00000087959	CABZ01003343.1	Zv9_NA28	988	1869	1
ENSDARG00000090248	BX649497.1	22	29169078	29172988	1
ENSDARG00000042157	ppil6	20	33763667	33767903	1
ENSDARG00000090377	CABZ01003344.1	Zv9_NA28	41755	95653	-1
ENSDARG00000055759	efhd2	8	26671565	26699131	-1
ENSDARG00000094836	CR936975.4	3	32543013	32543795	1
ENSDARG00000078535	lrrcc1	2	31403044	31426473	-1
ENSDARG00000016742	rgs7bpb	21	19761229	19767363	-1
ENSDARG00000062063	tab3	8	19064939	19082379	1
ENSDARG00000096170	si:ch1073-284b18.3	16	5630395	5640288	-1
ENSDARG00000095772	si:dkey-11o1.2	16	13323478	13328414	1
ENSDARG00000086086	TNPO1 (1 of 2)	5	36862703	36870659	-1
ENSDARG00000010376	SLC5A3 (1 of 2)	1	1781871	1783886	1
ENSDARG00000073911	TMEM255A	14	34412322	34429406	-1
ENSDARG00000006553	rras	3	32547722	32553097	1
ENSDARG00000095325	si:dkey-49n23.3	22	33528969	33530882	1
ENSDARG00000061692	yjefn3	22	18613358	18688741	1
ENSDARG00000077440	SYDE1	12	49873400	49914803	1
ENSDARG00000069752	ckba	13	15636050	15656647	-1
ENSDARG00000093099	si:ch211-119c24.1	21	32605252	32615101	1
ENSDARG00000071292	zgc:165653	12	49926445	49951727	1
ENSDARG00000087381	tcf23	6	8069004	8074995	-1
ENSDARG00000040033	trmt11	16	42710191	42740663	1
ENSDARG00000035391	ptcd2	5	36871355	36882415	-1
ENSDARG00000054374	alg13	21	33199309	33227601	-1
ENSDARG00000038524	pik3r1	5	55205596	55230696	-1
ENSDARG00000018069	rdh12	13	33279150	33289445	1
ENSDARG00000052020	cmtm4	7	45616628	45660042	-1
ENSDARG00000095674	tmem123	18	35612404	35620973	1
ENSDARG00000077382	si:rp71-68n21.12	9	22277330	22287693	1
ENSDARG00000089464	myt1b	23	7846406	7915838	-1
ENSDARG00000027826	hdhd1	1	31882591	31926772	1
ENSDARG00000024101	adra1d	1	42339730	42365102	-1
ENSDARG00000008788	camk1gb	23	39704032	39743425	1
ENSDARG00000075671	tlr4al	13	18569711	18572351	1
ENSDARG00000004580	nmnat2	2	35747016	35761653	-1
ENSDARG00000088298	CR382385.1	17	50952666	50959073	-1
ENSDARG00000022048	tlr4bb	13	18572634	18577835	1
ENSDARG00000002754	pdcd2l	25	31432258	31444641	1
ENSDARG00000039979	tecrl2	2	15120671	15145420	-1
ENSDARG00000055270	im:7149628	17	27181253	27241702	-1
ENSDARG00000013794	klf11b	17	32571699	32575805	-1
ENSDARG00000069027	ADM (1 of 2)	18	16458927	16459571	-1
ENSDARG00000079816	rhbdd3	5	26551568	26555532	1
ENSDARG00000094284	si:dkey-58f10.10	5	40285108	40287505	1
ENSDARG00000074876	abcd1	8	8590919	8629176	1
ENSDARG00000040396	bcl7bb	18	39890075	39899729	1
ENSDARG00000035602	dao.1	5	21971766	21978678	-1
ENSDARG00000057286	swap70b	18	16536001	16576008	-1
ENSDARG00000034598	AL929520.1	3	1435375	1436938	1
ENSDARG00000037002	zgc:152968	1	35694008	35706512	1
ENSDARG00000054191	pgk1	21	36771669	36787616	1
ENSDARG00000010831	churc1	20	25959047	25964046	-1
ENSDARG00000078994	MUC2 (2 of 2)	25	8548800	8559811	1
ENSDARG00000045416	mppe1	24	8779687	8802335	-1
ENSDARG00000030548	afmid	11	45723878	45737194	1
ENSDARG00000091142	CABZ01003346.1	Zv9_NA28	112492	120699	1
ENSDARG00000004988	ppp3ca	21	28352865	28470208	1
ENSDARG00000030633	PLEKHM3	9	29184800	29237728	1
ENSDARG00000093990	si:ch211-165b19.8	9	33700477	33702236	-1
ENSDARG00000069815	dnali1	16	36341999	36346247	-1
ENSDARG00000024212	PAQR8 (2 of 2)	16	54782353	54784488	1
ENSDARG00000054984	ZBTB41	2	13575574	13634443	1
ENSDARG00000025420	fzd5	9	29266078	29268000	1
ENSDARG00000008165	caspa	16	44763011	44774004	-1
ENSDARG00000087491	efr3a	2	41686645	41714376	1
ENSDARG00000092404	lct	9	47589457	47599521	-1
ENSDARG00000021433	asmtl	9	35844037	35853840	-1
ENSDARG00000093302	si:ch211-171l17.6	22	29602191	29602599	-1
ENSDARG00000062374	LENG9	16	15561439	15569492	-1
ENSDARG00000032318	mfsd6a	22	13050529	13065034	-1
ENSDARG00000088182	ST6GALNAC2	3	61084639	61093495	1
ENSDARG00000061858	zgc:153968	3	21438811	21443729	1
ENSDARG00000003077	si:ch73-111m19.2	12	46629761	46641063	1
ENSDARG00000033307	igf2b	25	24762703	24770209	-1
ENSDARG00000006052	malt1a	22	15852222	15864057	-1
ENSDARG00000040644	acpl2	15	40341600	40372712	1
ENSDARG00000041431	slc24a1	18	18786774	18822315	1
ENSDARG00000045064	ablim1b	12	31622130	31796101	1
ENSDARG00000095335	BX950862.8	7	5890713	5892122	1
ENSDARG00000051857	tes	25	18962322	18983700	1
ENSDARG00000039099	zgc:113413	7	9179702	9181584	-1
ENSDARG00000070899	zgc:112966	19	18108945	18110675	-1
ENSDARG00000078254	ftr14l	13	18581925	18589104	1
ENSDARG00000070973	GCGR (2 of 2)	3	51037407	51088838	-1
ENSDARG00000053165	zgc:113377	17	51008569	51020589	-1
ENSDARG00000070055	arfip1	1	24298452	24343971	-1
ENSDARG00000041404	BX323089.1	3	51274359	51313515	-1
ENSDARG00000033684	oxgr1a.1	1	1804833	1808385	-1
ENSDARG00000007602	si:dkey-79f11.4	1	7031127	7038714	-1
ENSDARG00000059259	pabpc4	17	25098084	25116603	-1
ENSDARG00000045443	agtr1b	24	4847526	4861772	-1
ENSDARG00000096339	agrn	23	23779773	23782031	1
ENSDARG00000075273	THSD1	10	25114274	25117699	1
ENSDARG00000037357	WIPI1 (2 of 2)	12	1235498	1251201	-1
ENSDARG00000009837	agk	18	20313329	20321420	1
ENSDARG00000015567	zic1	24	5050300	5053485	-1
ENSDARG00000076119	emid1	5	26556154	26681363	-1
ENSDARG00000062016	vps51	10	27597458	27607923	1
ENSDARG00000016769	sgta	10	15410546	15434138	-1
ENSDARG00000028900	odf2	21	11329827	11349178	1
ENSDARG00000090292	CABZ01071757.1	2	31436090	31451928	-1
ENSDARG00000015849	zgc:56628	2	23132627	23136270	-1
ENSDARG00000093351	si:ch211-106j21.6	4	61731185	61749463	-1
ENSDARG00000094230	si:dkey-211g8.4	19	11209153	11209704	1
ENSDARG00000076622	CABZ01055652.1	11	34955004	34984427	-1
ENSDARG00000062154	dip2c	24	27893528	28093295	1
ENSDARG00000096267	ighv5-2	3	34186927	34187371	-1
ENSDARG00000043009	fam43a	11	35023783	35026205	-1
ENSDARG00000040938	SSUH2	22	33629681	33637735	-1
ENSDARG00000093884	si:ch211-171l17.7	22	29606950	29607255	-1
ENSDARG00000017606	SYS1	6	54393140	54398029	-1
ENSDARG00000003205	ngly1	19	21243405	21259648	-1
ENSDARG00000017006	dennd5a	7	66834169	66953970	-1
ENSDARG00000096337	ighv5-1	3	34191342	34191767	-1
ENSDARG00000090156	pttg1ipa	6	10989640	11002396	-1
ENSDARG00000016674	FP102888.1	3	1560763	1567649	1
ENSDARG00000059899	CR847944.3	6	54414580	54420514	-1
ENSDARG00000095883	si:ch211-13b16.1	16	7726071	7770029	-1
ENSDARG00000017738	aclya	3	17693186	17736726	1
ENSDARG00000073734	arf6a	20	54586919	54588998	-1
ENSDARG00000092881	si:ch211-223c9.2	22	32433675	32449393	-1
ENSDARG00000027418	trappc4	15	9456828	9463137	-1
ENSDARG00000012338	zgc:158654	6	19881124	19918282	1
ENSDARG00000015352	lsg1	11	35028904	35041579	1
ENSDARG00000096101	si:ch211-10m5.3	25	27097208	27097595	-1
ENSDARG00000026246	ADORA3 (1 of 3)	6	54437243	54441592	-1
ENSDARG00000071674	lonp1	22	1228581	1251099	-1
ENSDARG00000096394	ighv4-3	3	34192493	34192981	-1
ENSDARG00000061094	si:ch211-272h9.2	7	5921147	5934468	-1
ENSDARG00000092616	si:dkey-204f11.3	3	34197253	34197973	1
ENSDARG00000055241	si:dkey-97l20.1	25	27292876	27301701	1
ENSDARG00000091232	kcnj1a.1	18	47106512	47122032	-1
ENSDARG00000043467	ndufb11	8	14697015	14701374	-1
ENSDARG00000004251	dhfr	5	27782862	27791037	1
ENSDARG00000058527	si:busm1-37i06.3	Zv9_scaffold3478	16989	18191	-1
ENSDARG00000010454	guca1a	4	21278783	21286666	1
ENSDARG00000045398	mtrr	24	17404835	17454123	-1
ENSDARG00000042837	atp1b3b	15	4218139	4280895	-1
ENSDARG00000094122	zgc:77614	Zv9_scaffold3478	21392	22903	-1
ENSDARG00000038514	CABZ01077003.1	18	33313412	33314955	1
ENSDARG00000093087	si:ch211-225p5.10	16	44717535	44718576	-1
ENSDARG00000091933	si:ch211-225p5.9	16	44725315	44734769	-1
ENSDARG00000092670	zgc:77614	8	35397222	35398417	1
ENSDARG00000095280	si:dkey-222e15.4	23	38185203	38187785	1
ENSDARG00000089414	CU463857.1	3	61141774	61187074	-1
ENSDARG00000073735	si:ch211-150h8.3	2	60000855	60004784	-1
ENSDARG00000096334	si:ch1073-204b8.1	21	42422962	42424886	-1
ENSDARG00000096365	si:ch211-195m9.3	18	33472537	33492162	1
ENSDARG00000069494	tmem223	21	25000267	25005241	-1
ENSDARG00000024873	AL935174.1	17	23086900	23088192	1
ENSDARG00000077979	CU638868.1	17	20769923	20788210	-1
ENSDARG00000041823	OTTDARG00000027205	10	37964012	37969987	-1
ENSDARG00000034358	jmjd6	3	61193462	61205486	-1
ENSDARG00000040162	FGFBP3	17	23130654	23132142	1
ENSDARG00000087093	si:ch211-157c3.4	3	27793505	27798964	-1
ENSDARG00000003998	phyhipla	17	20790830	20809105	-1
ENSDARG00000092475	si:ch211-178j18.2	4	55867076	55873994	1
ENSDARG00000071005	ppp1r3ca	17	23141204	23144005	1
ENSDARG00000096221	si:dkey-222o15.5	4	47976787	47989569	-1
ENSDARG00000035540	brwd3	5	24757347	24779866	1
ENSDARG00000035984	mnx1	7	42031015	42033352	1
ENSDARG00000075490	abca3b	3	12567193	12620572	-1
ENSDARG00000093108	si:ch211-69l10.2	24	10218095	10265609	1
ENSDARG00000040282	zgc:92590	16	27366216	27369356	1
ENSDARG00000000442	slc39a13	7	34028400	34050526	1
ENSDARG00000093350	si:dkey-58f10.7	5	40320597	40321800	1
ENSDARG00000035326	nccrp1	5	38450813	38454718	1
ENSDARG00000018691	phf2	11	28523515	28579618	-1
ENSDARG00000043173	CELA1 (3 of 8)	22	7518342	7521632	1
ENSDARG00000080006	tmem41b	7	66964356	66975055	-1
ENSDARG00000056961	CCDC30	23	20995078	21020456	1
ENSDARG00000060434	MAP1B	5	36892216	36919698	-1
ENSDARG00000078417	plxdc1	12	16210191	16308190	1
ENSDARG00000060362	nadkb	2	36988074	37002581	-1
ENSDARG00000069801	crygm2d12	9	23238022	23239027	-1
ENSDARG00000054949	mc2r	16	32879459	32880694	1
ENSDARG00000009844	DUSP23 (2 of 2)	20	43145228	43150174	1
ENSDARG00000086618	psma3	17	11285055	11303227	-1
ENSDARG00000030408	rps26l	6	49466043	49471398	-1
ENSDARG00000040247	oxgr1a.3	1	1817216	1818205	-1
ENSDARG00000073769	MAGI2 (1 of 2)	25	21458735	21517620	-1
ENSDARG00000089764	MAGI1 (1 of 3)	25	21527959	21590385	1
ENSDARG00000070331	CR854881.2	25	8564866	8607907	1
ENSDARG00000061272	BX294434.1	23	35029168	35066622	-1
ENSDARG00000094252	si:dkey-169i5.2	22	33021089	33022846	1
ENSDARG00000044760	gnaia	25	21668141	21701477	-1
ENSDARG00000092955	si:ch211-225p5.12	16	44836042	44843165	1
ENSDARG00000035435	m17	5	33792756	33795857	-1
ENSDARG00000092896	si:ch211-67f24.7	13	37015225	37027958	1
ENSDARG00000013687	cilp2	22	18693091	18711889	1
ENSDARG00000091127	klf15	23	35189908	35198133	-1
ENSDARG00000036382	ponzr6	7	23934769	23940223	1
ENSDARG00000061375	sgpl1	13	25951784	25974800	-1
ENSDARG00000005479	tenm3	1	39750404	40142441	1
ENSDARG00000062270	CCNYL1	9	29270939	29288734	-1
ENSDARG00000089103	CABZ01081897.1	16	54798596	54800953	-1
ENSDARG00000071566	ppp1cab	12	14311999	14329493	1
ENSDARG00000055613	C16H1orf43 (2 of 2)	16	24525807	24541513	1
ENSDARG00000095865	si:zfos-44h1.1	16	46443119	46595100	-1
ENSDARG00000027552	mapk1	5	14307197	14369466	-1
ENSDARG00000057465	gfpt1	8	52760108	52797249	-1
ENSDARG00000092259	si:dkey-211g8.5	19	11214624	11220278	1
ENSDARG00000029472	mllt4	20	43151895	43377812	-1
ENSDARG00000012247	def6a	8	14702246	14726803	-1
ENSDARG00000089780	CU571402.1	17	18641132	18700550	1
ENSDARG00000095347	si:dkeyp-72h1.1	20	18623817	18667719	1
ENSDARG00000088943	PLEKHB1 (2 of 2)	10	37976892	37982614	-1
ENSDARG00000096311	si:dkey-211g8.8	19	11225251	11229222	1
ENSDARG00000003287	wdr12	6	8080423	8096175	1
ENSDARG00000033029	pkd1b	12	23052958	23103426	1
ENSDARG00000091195	CU694807.2	10	38032364	38041744	1
ENSDARG00000023814	dyrk1ab	15	18845888	18858458	1
ENSDARG00000057992	fstb	10	9058688	9067308	1
ENSDARG00000060496	CACNA1H (2 of 2)	3	39848559	39945676	1
ENSDARG00000091626	BX649278.1	7	5955792	5966587	-1
ENSDARG00000060049	zgc:195075	7	5999570	6005894	-1
ENSDARG00000030224	ppp2ca	14	51378554	51392901	-1
ENSDARG00000015531	SLC4A8	6	40285818	40336775	1
ENSDARG00000024785	ctnna2	1	42607580	43418249	1
ENSDARG00000075776	crfb15	1	9987516	9991549	-1
ENSDARG00000087434	FP236789.2	7	6029014	6030907	-1
ENSDARG00000075354	espl1	6	39599715	39631385	-1
ENSDARG00000040623	fosl2	17	41427846	41443739	1
ENSDARG00000088847	CR388052.2	4	55951578	55952441	1
ENSDARG00000017562	banp	25	31450247	31540219	1
ENSDARG00000054418	zgc:136895	22	33649000	33663058	-1
ENSDARG00000096495	crfb15	1	9993396	10005135	-1
ENSDARG00000086113	FP236789.1	7	6080091	6122011	1
ENSDARG00000059267	hoxd11a	9	1966617	1968889	-1
ENSDARG00000040569	tgm1l4	23	46354748	46365820	-1
ENSDARG00000092462	si:dkey-112g5.5	13	8436821	8440005	1
ENSDARG00000093498	C10H5orf30	10	6429781	6439943	-1
ENSDARG00000096143	si:ch211-223a21.3	4	47996636	48010631	1
ENSDARG00000056957	GABRG1	13	12044074	12071107	1
ENSDARG00000069795	zgc:154058	13	18594792	18677054	1
ENSDARG00000045687	pdzrn4	4	12875335	12925969	1
ENSDARG00000079302	and2	2	31480049	31484497	-1
ENSDARG00000088014	si:ch211-223a21.4	4	48024072	48030703	1
ENSDARG00000080023	CABZ01025311.1	Zv9_NA156	36962	59463	1
ENSDARG00000096275	ighv4-2	3	34198706	34199134	-1
ENSDARG00000037645	zgc:173570	23	17001781	17020233	1
ENSDARG00000042571	rnaseh1	20	30404711	30411478	1
ENSDARG00000086364	CABZ01070852.1	Zv9_NA787	47466	48052	-1
ENSDARG00000090267	CU062628.1	16	27373034	27374197	1
ENSDARG00000078164	ZNF576	16	27402752	27409126	1
ENSDARG00000092833	si:dkeyp-1h4.8	18	7039261	7044569	1
ENSDARG00000044061	ADORA3 (2 of 3)	6	54453411	54459571	1
ENSDARG00000056666	sp8b	16	21491401	21496982	1
ENSDARG00000092533	si:ch211-133l5.4	8	21364005	21394503	1
ENSDARG00000087530	wu:fe05a04	16	27412933	27420824	1
ENSDARG00000090122	CABZ01081897.1	16	54803347	54804462	-1
ENSDARG00000040159	wnt4b	16	34024131	34034946	1
ENSDARG00000092074	hcst	16	27423488	27427090	1
ENSDARG00000077590	ARSJ	7	58922681	58935644	1
ENSDARG00000016145	slc39a3	16	54805838	54807761	-1
ENSDARG00000092191	si:dkey-238c7.13	18	7047761	7050665	1
ENSDARG00000091947	znf106b	20	25965977	25990984	1
